Sitename:Mackenzie2017
Location: Latitude:   49.2644081 - Longitude: -123.2553329 - Elevation (masl):     0.
Principal investigator: 
Ecosystem type: 
File creation date: 2020-08-20T18:35
Datapolicy:  -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data.
In addition when publishing please acknowledge the agency that supported the research. --
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
YEAR,GAP,DTIME,DOY,HRMIN,UST,TA,WD,WS,NEE,FC,SFC,H,SH,LE,SLE,FG,TS1,TSdepth1,TS2,TSdepth2,PREC,RH,PRESS,CO2,VPD,SWC1,SWC2,Rn,PAR,Rg,Rgdif,PARout,RgOut,Rgl,RglOut,H2O,RE,GPP,CO2top,CO2height,APAR,PARdif,APARpct,ZL
YEAR,GAP,DTIME,DOY,HRMIN,m/s,deg C,deg,m/s,umol/m2/s,umol/m2/s,umol/m2/s,W/m2,W/m2,W/m2,W/m2,W/m2,deg C,cm,deg C,cm,mm,%,kPa,umol/mol,kPa,%,%,W/m2,umol/m2/s,W/m2,W/m2,umol/m2/s,W/m2,W/m2,W/m2,mmol/mol,umol/m2/s,umol/m2/s,umol/mol,m,umol/m2/s,umol/m2/s,%,unitless
 2017,0,181.33328000000000,181,800,0.49513315383948120,8.9997029283312031,99.861354118937356,6.2528636489501377,-1.1448433933310953,-1.1438585533049355,-9.8484002615975455E-004,45.074709389413918,0.14074589535230178,19.783226576447802,-0.24684665664256333,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,76.429321415893483,101.41790000000000,397.87095594634457,0.26979999845496738,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.6238018251232624,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.6147214746410520E-002
 2017,0,181.35410999999999,181,830,0.51379005131711897,9.2501823425293423,108.04543659172442,6.3611171196707179,-1.1519088094204515,-1.1389232097374389,-1.2985599683012614E-002,55.533813762169942,0.50296396650002417,27.018993976027257,-0.75976822587692516,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,72.983019047646906,101.41017055555555,397.68173815788452,0.31451707342404017,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.3758953302628463,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.7806188388356684E-002
 2017,0,181.37494000000001,181,900,0.48671583881318992,9.7905994330512272,109.25196202793894,6.0100162617634609,-1.4183987189834986,-1.3906584535190936,-2.7740265464404962E-002,69.186289791525297,1.0828830591721299,38.652583096534912,-0.44877863927164890,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,69.132993568939568,101.39252388888889,397.27668087936155,0.37263434780029531,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.2290806981828144,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.6099042605102037E-002
 2017,0,181.39577000000000,181,930,0.51193769106341269,9.9774440850152359,101.25830970791444,5.8200846045821590,-1.8834603435523449,-1.8779515298502465,-5.5088137020984406E-003,106.60397202270009,0.37415968798273141,49.105197936803357,0.41131252427998394,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,69.389562727844492,101.39235166666667,397.19618913299348,0.37419518156092485,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.3637517287903211,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.4557498256825164E-002
 2017,0,181.41659999999999,181,1000,0.47273401311963215,10.384818945990673,102.00219797476463,5.7877378732226346,-1.7066061396204051,-1.6904344967575400,-1.6171642862865127E-002,104.16956875863482,0.81459019280470402,48.427824875344470,0.11331051217224025,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,67.822490069435872,101.38934055555555,396.95955099754974,0.40421679940460747,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.4009205790367716,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2885827042260294E-002
 2017,0,181.43743000000001,181,1030,0.53778888913480816,10.670499996609180,100.78474375285666,6.4516856850453319,-2.2722457053336766,-2.2639494848892987,-8.2962204443779147E-003,151.53863252514967,0.57060783973534401,78.542400790747450,-0.30720622218467436,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,65.736065913407714,101.37854000000000,396.83801791765410,0.43870702339693624,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.3000089174800422,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2378874854756714E-002
 2017,0,181.45826000000000,181,1100,0.49017119911010071,10.902170410156259,98.001220709012415,6.1006949863863253,-2.1410372161588338,-2.1359579759928682,-5.0792401659656150E-003,148.48398946540669,0.46231617615636122,71.773868960490574,0.81743434606757048,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,66.818228810529050,101.36573500000000,396.76354091692514,0.43145349159576601,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.5688340089319492,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.4842284300417196E-002
 2017,0,181.47909000000001,181,1130,0.51111037198703568,11.219713711208783,102.01344308718306,5.8878604313766614,-2.4468203097705499,-2.4379301826075603,-8.8901271629894339E-003,179.33033213186678,0.63286792957547311,97.231935968958808,3.7826149757891961E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,65.507335142070687,101.34784388888889,396.63301604004897,0.45805810206997588,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.5812935791353748,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.8430577252477557E-002
 2017,0,181.49992000000000,181,1200,0.51270025567561694,11.551560855441664,102.07659048658701,6.0820815734741824,-2.1868177273655731,-2.1795310752376693,-7.2866521279036991E-003,192.37355855672581,0.66038809382411723,100.14173580393675,-2.8240560010076528E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,63.992078193382746,101.31411888888888,396.52587289142963,0.48880896610040553,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.5719744917072074,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,6.2113559819095068E-002
 2017,0,181.52074999999999,181,1230,0.48292475049144590,11.968678673638237,98.958717054447504,5.9925352917424917,-2.1890649145176462,-2.1726309681089102,-1.6433946408735974E-002,193.62069661517054,0.82876857184381958,107.30508908721144,0.27836550788661479,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,62.912763015691958,101.29989333333333,396.28383963714413,0.51752395504442528,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.6640164747133319,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.4813226502308150E-002
 2017,0,181.54158000000001,181,1300,0.51173153343482958,12.395882873535186,97.831186655353349,5.9932415518117947,-2.2330604947970913,-2.2162440911723653,-1.6816403624726015E-002,200.20255214406811,0.84747156154786463,115.39272329677495,0.52604289408803095,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,62.391344096013000,101.28800444444445,396.03577348928320,0.53976782066109052,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.8383058207609544,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,6.5017186214234718E-002
 2017,0,181.56241000000000,181,1330,0.46988504454238489,12.612677985297353,94.481504667414455,5.7691310905777389,-2.2161973779974393,-2.2176716480882024,1.4742700907629917E-003,210.51420518906414,0.42967890144400583,118.89392623470896,1.6284301752423580,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,65.252877974515869,101.26312388888890,396.05754295314034,0.50584806698005558,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.3784944578499712,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.8313398142729427E-002
 2017,0,181.58323999999999,181,1400,0.48995249520821621,12.907704823811855,97.538714082220693,5.6577431811041761,-2.2292276396555426,-2.2036146982832587,-2.5612941372283971E-002,212.91805321227196,0.58406838993061960,126.70024499935735,0.58898095410538309,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,65.329630882020695,101.24889111111111,395.67889176679148,0.51458319775762895,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.5741578997476857,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.8794769028882466E-002
 2017,0,181.60407000000001,181,1430,0.47458235008005539,13.074609747992668,97.052286009995044,5.6878742408586236,-1.5954079776654218,-1.5760344640606139,-1.9373513604807966E-002,206.15696130596879,0.33016639327518688,115.60110107808762,0.45187737016700485,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,65.619762649702963,101.22614833333333,395.39225021658808,0.51587812800634436,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.7244200105662753,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.3959011015405260E-002
 2017,0,181.62490000000000,181,1500,0.47188728861331475,13.233638627794051,95.588668630385158,5.7574975509323520,-1.9032889697688051,-1.8830716630470286,-2.0217306721776532E-002,228.13273217419857,0.31438044703351836,139.98994128438147,0.43361730948645721,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,65.897020457877161,101.21335388888889,395.09292026287403,0.51706141610603362,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.8687305091071540,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.4515727286727941E-002
 2017,0,181.64572999999999,181,1530,0.45898101671994723,13.681946699354398,94.770805941933972,5.6013548637998891,-1.7921822517203154,-1.7623712219665406,-2.9811029753774847E-002,225.03414744611362,0.88482694355138913,139.86694486642321,0.49806887964180091,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,65.071746935773973,101.20531722222222,394.65082316898304,0.54527356839376295,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.034835038683953,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.10132208888063590
 2017,0,181.66656000000000,181,1600,0.47624073616102841,14.123479631212035,95.778015586847886,5.7942493099971744,-1.7397319377429561,-1.7260997034310854,-1.3632234311870675E-002,208.81430019900594,0.86991935226179318,137.01344134290264,0.17653177233927897,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,63.588748894662395,101.18060500000000,394.44829669703523,0.58495896248863521,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.093837920633115,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.4175952210712959E-002
 2017,0,181.68738999999999,181,1630,0.45788286063540601,14.686926049126555,95.427155018964129,5.6147779769068222,-1.7518551614406557,-1.7319518419029809,-1.9903319537674859E-002,199.90696081921178,1.1078595063176246,138.19553926530199,0.21757966031505135,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,61.749755105994360,101.17054055555556,394.15199479104825,0.63731136597293103,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.166749748946014,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.0676066817796899E-002
 2017,0,181.70822000000001,181,1700,0.46569389003196643,15.137255774604000,99.311154689445388,5.7930648137193774,-1.5754526964204141,-1.5679323562787317,-7.5203401416822357E-003,195.09292762515068,0.88394010808852386,134.99631257361273,5.2102756067412194E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,60.078079233033478,101.15510888888889,394.03984677417617,0.68474460716183050,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.184247153357202,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.4122037584550793E-002
 2017,0,181.72905000000000,181,1730,0.48349933463677913,15.530352528889978,94.884660896101522,5.8952540207929198,-1.4993068034397814,-1.4872317089768827,-1.2075094462898606E-002,181.57321306941358,0.77043724358925791,131.29903099704342,0.12642851875478783,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,58.815918769599875,101.13896055555556,393.85950108320259,0.72445033858692054,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.226785766056429,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,6.9964351878342573E-002
 2017,0,181.74987999999999,181,1800,0.50484438461626147,16.109335615370014,101.50691830021181,5.8421284396542497,-1.4422834811706930,-1.4186442645787065,-2.3639216591986582E-002,174.98199102704487,1.1322127624373801,139.53713205006210,-0.18854186694231054,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,56.311151247793546,101.11422888888889,393.50564661644893,0.79750633224094003,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.163170047837426,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.9239113503701001E-002
 2017,0,181.77071000000001,181,1830,0.47267161726455365,16.352054562038859,97.537959715892796,6.0848411174907833,-1.9541304420760137,-1.9191430334124888,-3.4987408663524913E-002,178.58515863110904,0.47411996673254692,139.31400018485891,0.55882516790339209,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,56.459648609028243,101.08410611111111,392.98132586662939,0.80719151757628793,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.351981242483058,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.3676825409927302E-002
 2017,0,181.79154000000000,181,1900,0.46311479644866543,16.664469841851144,96.567282394024502,5.9031975421567404,-1.4869316389591170,-1.4585908058885850,-2.8340833070532024E-002,138.22141322963529,0.60940454090197038,102.80492109326460,0.29537748031853878,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,55.863338795541978,101.04850500000001,392.55600246681257,0.83467315466379588,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.451953897105730,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,6.0641851534781931E-002
 2017,0,181.81236999999999,181,1930,0.51355677395476873,16.937204267713810,85.907524981518776,5.6428153122650508,-1.5905765529328506,-1.5689377504270983,-2.1638802505752400E-002,157.58135936448247,0.53146190257961812,116.17235795733374,1.1031437803197555,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,56.860284568714839,101.03392166666666,392.23090687755229,0.83006655769600191,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.825824442781782,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0701097228197330E-002
 2017,0,181.83320000000001,181,2000,0.49865179405834875,17.004041086832729,83.979172159263399,5.7320277390845744,-1.5687448002491808,-1.5583271057622023,-1.0417694486978461E-002,143.62435586449524,0.13018241608837733,102.91970473815445,0.33326702575004563,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,57.197162994563044,101.00961777777778,392.07432049003756,0.82708147521399589,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.938833688579347,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0486995681002629E-002
 2017,0,181.85402999999999,181,2030,0.52105423457348521,17.187352939181892,90.110890499668230,6.2436487826751614,-1.3410150649234438,-1.3255596350247285,-1.5455429898715315E-002,109.83838748481622,0.35675405492604012,97.889475926409148,-0.14622152255040741,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,56.269833050549487,100.99054833333334,391.84182219925299,0.85486737121660217,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.889201213840817,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.3846159189302373E-002
 2017,0,181.87486000000001,181,2100,0.52822052401871544,16.956839345296260,86.554097237051224,6.2119504732957207,-1.5953748661288045,-1.6121953386207528,1.6820472491948207E-002,104.12782126334585,-0.44890496163730947,86.199586117321161,0.33952366023725267,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,57.691728072210992,100.97387833333333,392.09469587021721,0.81508256757391151,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.004348831989763,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.0801364018529950E-002
 2017,0,181.89569000000000,181,2130,0.48339134672284606,16.364139573838997,84.740657917879489,6.0438838306331757,-0.96521841393598173,-0.98815282362486545,2.2934409688883727E-002,70.256796749519168,-1.1564088444216352,57.118141669913136,0.30028665514617953,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,60.449201570712809,100.95730222222222,392.43883662004833,0.73379411923434168,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.105940042658345,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.7120002686396201E-002
 2017,0,181.91651999999999,181,2200,0.51624905563752477,15.900918460422133,83.886172606092416,6.0274725997670240,-1.1498644577329344,-1.1545397528682959,4.6752951353615495E-003,68.810028738408789,-0.90509839230519540,53.884303928380916,0.85909911025061103,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,63.877011074908928,100.93830166666667,392.50889238574160,0.65067742870935286,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.396045585190516,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.1807866068185123E-002
 2017,0,181.93735000000001,181,2230,0.49958141163307940,15.667491302490248,87.986548436769468,6.2421047258534879,-0.82859078243157291,-0.82222451608349689,-6.3662663480760140E-003,38.167049854216202,-0.45642755790284995,34.655292027595912,0.43529216681988453,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,65.666715985743096,100.92747666666668,392.41356550717018,0.60927160301197658,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.542901608995699,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.3348532866182450E-002
 2017,0,181.95818000000000,181,2300,0.53574480885598663,15.480521087646480,92.175852017362217,6.3543322073871904,-0.70951995327455364,-0.71371950023519859,4.1995469606449119E-003,25.303978313309258,-0.36580468122808019,29.174064148105717,0.38080515840831869,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,67.192395141987546,100.91987388888889,392.47641249805258,0.57526243684352141,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.671278569029772,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.1761940243986067E-003
 2017,0,181.97900999999999,181,2330,0.55394446972808042,14.892306552463140,94.418029161855074,6.5759095914992614,-0.48602299186967557,-0.51027339337112720,2.4250401501451645E-002,12.143328988005702,-1.1530354666099760,23.419290398526428,-0.47961303265042188,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,68.811397757427002,100.91087277777778,392.83861691585020,0.52658104041029319,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.509997904144592,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.1157539988860552E-003
 2017,0,182.00000000000000,182,000,0.50409119587888984,14.375046844482426,95.301058045379463,6.1419316342978938,-0.24458789593943547,-0.24914045927225767,4.5525633328221873E-003,-5.5049501854206193,-1.0158620164112233,11.168330554742806,0.26748122686541265,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,71.708977848066638,100.91932500000000,392.90648628839381,0.46197006395188356,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.599730807212477,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.8742261434669650E-003
 2017,0,182.02082999999999,182,030,0.49311620362164749,13.688999650743312,95.767587095583110,5.9855574124176334,-0.13375691122880998,-0.14949590616062317,1.5738994931813185E-002,-12.842804761410440,-1.3503442806353101,9.2110333227425176,-0.16351093016691939,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,74.608126398200540,100.90465166666668,393.14059657648090,0.39658070357708741,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.545036185709405,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-4.6715712043581452E-003
 2017,0,182.04166000000001,182,100,0.43846884407847153,12.718223910861582,94.338465407809068,5.5799428145928491,3.3981266562010122E-002,5.5810768750016214E-003,2.8400189687008501E-002,-17.591283876085662,-1.9171161740900347,2.5372477126483295,0.16109013085750604,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,79.854651039106258,100.89783500000001,393.56163503672434,0.29531256915313847,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.598692281322441,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-9.1024259926358354E-003
 2017,0,182.06249000000000,182,130,0.44431467984313538,12.263756849500908,94.925487074581937,5.3168108694246730,0.28933209661655912,0.27133932502023289,1.7992771596326250E-002,-25.966037368853343,-0.89887069855306523,-1.7220154661983000,0.20253522352412420,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,82.746127980019253,100.89154055555557,393.82797400173024,0.24548946634803928,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.666020553306664,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.2913009385340526E-002
 2017,0,182.08331999999999,182,200,0.39322621946821751,12.082872687445786,94.232393368018293,4.7982086329425284,0.33679965715900562,0.31781501898836001,1.8984638170645600E-002,-26.807490342616418,-0.35795489747385745,-4.4326712483059634,-0.25046437142357014,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,83.133513863755169,100.88347722222223,394.10883947152729,0.23713698875667674,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.582819867196291,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.9233351742099985E-002
 2017,0,182.10415000000000,182,230,0.35773391358221507,11.741852874755864,97.391414416728210,4.4685905501605170,0.50839732883490540,0.48741509300638625,2.0982235828519127E-002,-29.121294995721176,-0.67568004454911734,-4.9644302995486331,-8.0004146874460988E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,84.833837537359486,100.88784888888888,394.41887354303378,0.20848757832796663,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.556285234088348,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-2.7749028047620618E-002
 2017,0,182.12497999999999,182,300,0.35322277674733404,11.438287116156687,98.856025468146953,4.5546817180179699,0.51141176025699409,0.49508345088705613,1.6328309369937934E-002,-27.502781220651979,-0.60206569588424297,-5.6321831961852418,6.0958533076017419E-003,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,86.563187170773020,100.88060277777778,394.65990130357051,0.18104282003144931,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.558304422841802,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-2.7225283714866495E-002
 2017,0,182.14581000000001,182,330,0.36183364690324882,11.155695461697064,99.526964189664142,4.6887584737800179,0.62734072577085576,0.60744174317988964,1.9898982590966161E-002,-30.998505349153877,-0.56091833950728065,-6.3360697976577818,-0.11435253856836426,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,87.895753773570888,100.86266055555556,394.95339751824076,0.16006148981355489,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.520467447753569,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-2.8550647881293027E-002
