Sitename:Mackenzie2017
Location: Latitude:   49.2644081 - Longitude: -123.2553329 - Elevation (masl):     0.
Principal investigator: 
Ecosystem type: 
File creation date: 2020-08-20T18:35
Datapolicy:  -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data.
In addition when publishing please acknowledge the agency that supported the research. --
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
YEAR,GAP,DTIME,DOY,HRMIN,UST,TA,WD,WS,NEE,FC,SFC,H,SH,LE,SLE,FG,TS1,TSdepth1,TS2,TSdepth2,PREC,RH,PRESS,CO2,VPD,SWC1,SWC2,Rn,PAR,Rg,Rgdif,PARout,RgOut,Rgl,RglOut,H2O,RE,GPP,CO2top,CO2height,APAR,PARdif,APARpct,ZL
YEAR,GAP,DTIME,DOY,HRMIN,m/s,deg C,deg,m/s,umol/m2/s,umol/m2/s,umol/m2/s,W/m2,W/m2,W/m2,W/m2,W/m2,deg C,cm,deg C,cm,mm,%,kPa,umol/mol,kPa,%,%,W/m2,umol/m2/s,W/m2,W/m2,umol/m2/s,W/m2,W/m2,W/m2,mmol/mol,umol/m2/s,umol/m2/s,umol/mol,m,umol/m2/s,umol/m2/s,%,unitless
 2017,0,173.79154000000000,173,1900,0.44502546082927430,15.758682996961852,346.80879974239087,5.7490755055516631,-1.0755859957868199,-1.0432812045411601,-3.2304791245659728E-002,175.37824293992915,-2.5354104523049621,135.09608298796243,-1.0332225299834989,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,62.337195793516841,102.20973111111111,396.64960392470505,0.67226993747683128,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.883524900473031,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6.3092628816485211E-002
 2017,0,173.81236999999999,173,1930,0.44364795603045060,15.516126708984416,349.21266843871319,5.4110371871648297,-1.2931730916875073,-1.2875520118908772,-5.6210797966300347E-003,169.24801644522503,-0.48031103879911119,117.81229045633694,-6.6246964656301519E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,63.160283173868265,102.16977666666668,396.56650227916009,0.64743981640745651,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.861461474364658,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6.1473891114959031E-002
 2017,0,173.83320000000001,173,2000,0.44988118442770447,13.278874732123541,339.98838993911517,6.1009210409538941,-0.46921891030695428,-0.50751712801083015,3.8298217703875863E-002,136.61438455616630,-4.4636427986559157,88.681211880759363,0.11244400019424700,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,73.228099760014700,102.14678388888889,397.12843866660671,0.40710955199718735,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.898549027121366,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-4.7596178177019825E-002
 2017,0,173.85402999999999,173,2030,0.40587626394530496,12.417559373643712,343.07262740273734,5.3325990916807315,-1.5028443425271703,-1.4910042887985036,-1.1840053728666804E-002,126.07686921756373,-1.7242977719060757,94.991440502614594,-1.9485095661947134,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,72.965257179502075,102.19904222222223,396.95532465942472,0.38856172606592415,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.258658898264972,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-5.9802523087656545E-002
 2017,0,173.87486000000001,173,2100,0.42329792162871449,11.655389980740040,339.81789499019436,5.2326046308194236,-0.50884053135786678,-0.50385977985506836,-4.9807515027984516E-003,3.0213383168473946,-1.5298626927537551,52.644194742446373,-6.9436475124406996E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,76.553620935254855,102.19859444444445,396.88269489290957,0.32047849780643872,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.235933349800661,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.2633836481340081E-003
 2017,0,173.89569000000000,173,2130,0.46770709644989300,11.007197570800827,347.12215854914740,5.7944351886455792,-2.7639597233161188,-2.7541457085460932,-9.8140147700255982E-003,115.66717121444330,-1.3043546604634952,42.789852855493450,-0.22339439327492891,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,79.365328041522190,102.22490611111111,396.73994850089412,0.27018673197682808,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.163050073946494,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-3.5850337740345149E-002
 2017,0,173.91651999999999,173,2200,0.39064538693068185,11.101135253906250,357.80100598396490,4.9783608442839435,-1.3368110239267654,-1.3371191997989484,3.0817587218302588E-004,92.580472118454210,0.18899457747766199,48.744130170022693,-0.60722253564159545,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,77.347243563407403,102.24261166666666,396.74443167287444,0.29846763285639166,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.9648923926529225,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-4.9242095254776790E-002
 2017,0,173.93735000000001,173,2230,0.31676888967547395,10.932153438991975,2.3304929274424317,4.3674197604974472,-0.27353180388174225,-0.31122452883185558,3.7692724950113346E-002,28.268690229256578,-0.34011960443093842,25.042534368138860,-1.1869842567574036,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,75.173942542838432,102.23174833333334,397.29249682740419,0.32345064210555102,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.5777902479400581,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-2.8203708407606824E-002
 2017,0,173.95818000000000,173,2300,0.31332668561941812,11.070287017822295,24.635423012043717,4.0183001509992406,-0.62121407065388867,-0.63160863499211084,1.0394564338222190E-002,23.824559001613267,0.27781918836717584,24.521161024344742,0.24125262898801417,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,75.078006869591135,102.20244777777778,397.44375420274304,0.32769463386916592,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.6565393759584381,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-2.4566472832502417E-002
 2017,0,173.97900999999999,173,2330,0.25181070781655512,10.118964165581644,26.361203903205464,3.0226447347481646,2.5742042628182193E-002,-7.9560937115980609E-003,3.3698136339780256E-002,-9.6157695804249510,-1.9199888343849478,11.136152795529997,-0.22460410748407700,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,79.400785403887639,102.21764388888890,397.93240150271606,0.25421109677293507,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.5835473996602829,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.9100217083683854E-002
 2017,0,174.00000000000000,174,000,0.24230408705723369,9.8848021952311456,14.689162282676120,3.2642835072717271,-0.10103837107198171,-9.7078473064005258E-002,-3.9598980079764571E-003,6.3682834530361783,-0.47312303825589830,12.286229581732638,-0.46651065623641974,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,79.407496738050924,102.25078111111111,397.87504618390994,0.25017355321215767,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.4321488378404847,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.4194805921641268E-002
 2017,0,174.02082999999999,174,030,0.24416786267023288,9.1101806471083364,356.70842231388150,3.4488477351884197,0.56122788748877150,0.53095558225543926,3.0272305233332228E-002,-17.662798164330479,-1.5697013880038784,2.2592264181351100,-7.6933138810255514E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,83.449947032412211,102.27131500000000,398.31222364227295,0.19085669469591091,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.4072731898977793,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8470579051414565E-002
 2017,0,174.04166000000001,174,100,0.29360291409466133,7.7593313598633245,352.54942651902491,4.1904267922400171,0.67310512886143248,0.67394428638268511,-8.3915752125260704E-004,-11.517343939585622,-2.7505303466132398,1.3721316716148031,-0.60843088150307734,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,89.561015548290911,102.27671444444445,398.30016358469135,0.10984353084906265,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.2117468775792943,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.4428258178316347E-002
 2017,0,174.06249000000000,174,130,0.25819523937150768,7.0005163065592910,359.52976698476022,3.8510591888270311,0.50637969943877637,0.50482702334828078,1.5526760904955672E-003,-9.5915179606475292,-1.5492619061292552,-1.1000765823046679,-1.0471336302819068,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,90.905919869731790,102.28490166666667,398.32241600491568,9.0851547506193245E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.8764172172475213,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.7668131648239251E-002
 2017,0,174.08331999999999,174,200,0.23495018283805780,6.8712798733181444,4.5569091596036069,3.4931495897556872,0.49081238136825445,0.47743069781944103,1.3381683548813389E-002,-8.1106019731466734,-0.26398680573920424,1.2134465251310516,-0.41555438598737909,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,90.345772025726220,102.28930166666667,398.51410097886685,9.5595624735368909E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.7434253444941419,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.9827642578653257E-002
 2017,0,174.10415000000000,174,230,0.16539423002253187,7.1229795159234186,22.697269794527333,2.4358368798261676,0.68707791513111272,0.63832602127341642,4.8751893857696259E-002,-3.5493353394493679,0.51372929359787356,1.2349785856266178,0.74674112202897669,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,91.233897280302330,102.29524555555555,399.21303111201649,8.8313592267977609E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.9826668748223053,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.4871035821704128E-002
 2017,0,174.12497999999999,174,300,0.22603737526539644,6.0916706289547733,16.266124757260705,2.7982409976493741,1.1826194520248454,1.1551320873545670,2.7487364670278548E-002,-9.1272684273697511,-2.1123441373620233,7.0873206315379642,0.36573216545662590,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,98.932483932564381,102.27637222222224,399.60685974930618,1.0016032198226802E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.0996529906147288,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.5058891877010429E-002
 2017,0,174.14581000000001,174,330,0.19572594417414277,5.9311005658747717,44.245705265859250,2.5335372061128871,0.94941212011151610,0.94908286765172933,3.2925245978680974E-004,-7.4322801317719769,-0.32914891942398661,3.4169135875755994,0.12596471550529284,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,102.30001722222222,399.61157341264737,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.1399069806764555,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.1424274282816425E-002
 2017,0,174.16664000000000,174,400,9.9543274917288441E-002,5.7307505899545390,41.348410908633092,2.3974446951411017,0.81184732533285164,0.81850629985316958,-6.6589745203179769E-003,-4.9667555432950072,-0.41095673805649935,2.8809837355702781,0.22899197556637912,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,102.29149222222223,399.51630010396536,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.2130262276533657,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.15964229764636048
 2017,0,174.18746999999999,174,430,0.20345463576462580,5.5519857472203853,41.381697230041731,2.8649581896021732,0.94262274542953461,0.91113138166208674,3.1491363767447864E-002,-8.2722768363177330,-0.36682176736763439,3.1924286571307268,9.5146609732677342E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,102.26493611111111,399.96669538023360,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.2433909445842772,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.1146790209983195E-002
 2017,0,174.20830000000001,174,500,0.17573959740466880,5.6851927815937415,39.025087938096092,1.8607016673760528,0.76026359392521570,0.70205451360653393,5.8209080318681806E-002,-7.2855452156975460,0.27326521302774753,-0.44017516305229104,0.56391271919378494,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,102.28326555555556,400.79950848551164,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.4234427154944651,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2557363882781196E-002
 2017,0,174.22913000000000,174,530,0.18900114784510069,5.9083511001105649,54.706153719192763,2.4974960893323384,0.49239840130593066,0.51994744595858122,-2.7549044652650560E-002,-5.3264389704657757,0.45732611433859449,1.5033458248031342,0.25614891563540998,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,102.25861222222223,400.40493604619712,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.5053332675432163,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.5016817621256893E-002
 2017,0,174.24995999999999,174,600,0.20199542179995841,6.4904164055396336,71.999914425265146,2.0371477866671128,0.49585329657955979,0.53319842428352116,-3.7345127703961374E-002,-6.3269149503056648,1.1904979514084897,3.2850098120774374,1.0577518423560643,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,102.26320222222223,399.86890960906561,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.8444101420035146,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.4339546975320602E-002
 2017,0,174.27079000000001,174,630,0.23953451250898869,7.3353819784418874,58.810419535357880,2.8718187484682050,0.26965140738923810,0.33559744084117521,-6.5946033451937086E-002,0.75017556362395466,1.7227275119224699,11.463833916952829,0.56025204912169424,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,99.995544350259436,102.24198666666666,398.91925399494926,4.5537054794073109E-005,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.024742305308104,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.7308004487056809E-003
 2017,0,174.29161999999999,174,700,0.20466865582851562,7.8167503533094305,45.394303346465698,2.7542967966514222,0.37307251750941600,0.38378139936398292,-1.0708881854566902E-002,1.7517003700126230,0.97959299268126154,5.3940289579130560,1.2636098322975613,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,102.21881277777779,398.76472114788919,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.432499432074499,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6.4793403169721014E-003
 2017,0,174.31245000000001,174,730,0.29587351781871113,8.2688655655487651,65.593412554726470,3.7154580078551325,-0.18811046704138507,-0.13935941374527086,-4.8751053296114205E-002,9.5844708533390364,0.91817335810947964,16.870439830442773,1.3099910239281891,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,102.16494111111112,398.05962849493829,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.856366769595006,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.1738257364624543E-002
 2017,0,174.33328000000000,174,800,0.28917270902615749,8.6898141071551436,88.532727210694318,3.5719300965640022,-0.38120604540946035,-0.37807160636211279,-3.1344390473475522E-003,25.904553926158233,0.85358595702540130,25.150696792582927,0.66103081100432737,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,102.15840111111112,398.01422090822086,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.070687630386965,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-3.3982725507251996E-002
 2017,0,174.35410999999999,174,830,0.28349665135088303,9.1955235059444362,71.491278306013442,3.3922687785466592,-0.86448649895678742,-0.84573105105177737,-1.8755447905010093E-002,47.850287318041829,1.0236114080419894,37.775824951895139,-0.79047545824428023,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,94.967975657020872,102.16074333333333,397.74205775866039,5.8351547133995166E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.813840689155883,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6.6619780096984341E-002
 2017,0,174.37494000000001,174,900,0.29754833746633891,10.876294946670555,68.461375222163994,3.6367287818434870,-0.98597629940888998,-0.98513266136451727,-8.4363804437275944E-004,58.246483106478905,3.3831689295207941,43.564979871308765,-0.65213596535410701,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,83.489294918488326,102.19940150669643,397.72978950224473,0.21431504327415996,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.601150446343178,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-7.0120981724805298E-002
 2017,0,174.39577000000000,174,930,0.35834807522684836,11.359398328993052,108.50361197733842,3.9187959919547155,-1.3735991982897766,-1.3684390075967168,-5.1601906930599335E-003,89.312024995181361,0.97020400985060939,70.188067790333847,-0.72080053375058473,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,79.012568104369919,102.14289444444445,397.65458034883136,0.28130337096393510,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.365426457239886,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.3940135751121567E-002
 2017,0,174.41659999999999,174,1000,0.41647684258277234,11.569388996675684,117.10392862876047,5.0479740297549531,-1.0908285921246503,-1.0814221544958329,-9.4064376288173421E-003,85.037614099488138,0.42118700715830032,70.108558365661906,-1.1715766948292852,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,75.002726918408754,102.09566691620917,397.51731800674725,0.33973942431027149,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.9817474100645462,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0931163576087096E-002
 2017,0,174.43743000000001,174,1030,0.40762421140402316,12.180902322615850,117.78228119805804,4.6479311663434402,-1.5428158811087640,-1.4992997148688991,-4.3516166239864852E-002,117.43641148033613,1.2238670717635058,81.790708726146136,0.57597399058041587,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,73.395792258313918,102.08771666666667,396.88090002966652,0.37646852555326205,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.170903547705279,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.5019328170446847E-002
 2017,0,174.45826000000000,174,1100,0.37962537831508397,12.843771644517801,114.77391211988738,5.0365468350784779,-1.0500924440111430,-1.0381891960340595,-1.1903247977083540E-002,123.24277684886852,1.3231996514163820,73.075956744605932,7.4470484879477702E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,70.418401298475061,102.05706777777777,396.70635983251265,0.43722101621352411,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.195440244029024,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.7483672351346182E-002
 2017,0,174.47909000000001,174,1130,0.42389923181713940,11.606667654485591,95.727073726927642,5.2419025086066284,-1.3829785317754602,-1.3744513391013644,-8.5271926740957873E-003,144.80931531922258,-2.4794631416451036,93.326645872396995,0.26799800877655633,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,76.792594015866925,102.02718694444445,396.58142136690873,0.31612815897833629,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.283567106995264,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.2288101211342057E-002
 2017,0,174.49992000000000,174,1200,0.44193365190931638,11.925876927683646,99.927523185924215,5.6263211223147511,-1.4824826767642569,-1.4747983539975777,-7.6843227666792647E-003,160.15170984425916,0.63895846896591524,112.92148620487647,1.4738224219166896E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,75.213698811048474,102.01058388888889,396.46868770770095,0.34482940812671792,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.288421251646707,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.0322335297621866E-002
 2017,0,174.52074999999999,174,1230,0.46249885059209100,12.418753364454403,105.71691326395259,5.6618526984708222,-1.6462595404316551,-1.6313473366406657,-1.4912203790989422E-002,194.19771508868521,0.98479734163381283,135.67726090992059,0.37690435189174265,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,73.681656101773456,101.99851555555556,396.24950386061380,0.37821695257760080,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.412850562774706,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.4978980486893549E-002
